"LINESTOPID","STOPSEQUENCE","ORIENTATION","LINEID","STOPID","PLANVERSIONID","LINEVARIANT","REGISTERDATE","LINEVARIANTTYPE","PLANVERSIONID","ACTIVATIONDATE","CREATIONDATE"
1458771,1,0,3172,511118,241,2,2018-05-14 22:55:45.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1458772,2,0,3172,511384,241,2,2018-05-14 22:55:45.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1458773,3,0,3172,511119,241,2,2018-05-14 22:55:45.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1458774,4,0,3172,511120,241,2,2018-05-14 22:55:45.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1458775,5,0,3172,511115,241,2,2018-05-14 22:55:45.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1458776,6,0,3172,511122,241,2,2018-05-14 22:55:45.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1458777,7,0,3172,511123,241,2,2018-05-14 22:55:45.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1458778,8,0,3172,511124,241,2,2018-05-14 22:55:45.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1458779,9,0,3172,511125,241,2,2018-05-14 22:55:45.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1458780,10,0,3172,511126,241,2,2018-05-14 22:55:45.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1458781,11,0,3172,511127,241,2,2018-05-14 22:55:45.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1458782,12,0,3172,511128,241,2,2018-05-14 22:55:45.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1458783,13,0,3172,511085,241,2,2018-05-14 22:55:45.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1458784,14,0,3172,511129,241,2,2018-05-14 22:55:45.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1458785,15,0,3172,511378,241,2,2018-05-14 22:55:45.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1458786,16,0,3172,511130,241,2,2018-05-14 22:55:45.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1458787,17,0,3172,511343,241,2,2018-05-14 22:55:45.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1458788,18,0,3172,511136,241,2,2018-05-14 22:55:45.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1458789,19,0,3172,511344,241,2,2018-05-14 22:55:45.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1458790,20,0,3172,511257,241,2,2018-05-14 22:55:45.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1458791,21,0,3172,511021,241,2,2018-05-14 22:55:45.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1458792,22,0,3172,511252,241,2,2018-05-14 22:55:45.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1458793,23,0,3172,502304,241,2,2018-05-14 22:55:45.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1458794,1,0,3172,502304,241,3,2018-05-14 22:55:45.000,3,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1453472,8,1,324,512172,241,2,2018-05-14 22:55:34.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1453473,9,1,324,512173,241,2,2018-05-14 22:55:34.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1453474,10,1,324,512174,241,2,2018-05-14 22:55:34.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1453475,11,1,324,512175,241,2,2018-05-14 22:55:34.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1453476,12,1,324,512176,241,2,2018-05-14 22:55:34.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1453477,13,1,324,512155,241,2,2018-05-14 22:55:34.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1453478,1,0,324,512155,241,3,2018-05-14 22:55:34.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1453479,2,0,324,512156,241,3,2018-05-14 22:55:34.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1453480,3,0,324,512157,241,3,2018-05-14 22:55:34.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1453481,4,0,324,512158,241,3,2018-05-14 22:55:34.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1453482,5,0,324,512159,241,3,2018-05-14 22:55:34.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1453483,6,0,324,512160,241,3,2018-05-14 22:55:34.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1453484,7,0,324,512161,241,3,2018-05-14 22:55:34.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1453485,8,0,324,512162,241,3,2018-05-14 22:55:34.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1453486,9,0,324,512163,241,3,2018-05-14 22:55:34.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1453487,10,0,324,512164,241,3,2018-05-14 22:55:34.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1453488,11,0,324,512165,241,3,2018-05-14 22:55:34.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1453489,1,1,332,513185,241,2,2018-05-14 22:55:34.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1453490,2,1,332,513164,241,2,2018-05-14 22:55:34.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1453491,3,1,332,513301,241,2,2018-05-14 22:55:34.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1453492,4,1,332,513183,241,2,2018-05-14 22:55:34.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1453493,5,1,332,513166,241,2,2018-05-14 22:55:34.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1453494,6,1,332,513167,241,2,2018-05-14 22:55:34.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1453495,7,1,332,513168,241,2,2018-05-14 22:55:34.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1453496,8,1,332,513110,241,2,2018-05-14 22:55:34.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1453497,9,1,332,513014,241,2,2018-05-14 22:55:34.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1453498,10,1,332,513017,241,2,2018-05-14 22:55:34.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1453499,11,1,332,513018,241,2,2018-05-14 22:55:34.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1453500,12,1,332,513019,241,2,2018-05-14 22:55:34.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1453501,13,1,332,513020,241,2,2018-05-14 22:55:34.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1453502,14,1,332,513186,241,2,2018-05-14 22:55:34.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1453503,15,1,332,513187,241,2,2018-05-14 22:55:34.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1453504,16,1,332,513185,241,2,2018-05-14 22:55:34.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1453505,1,1,332,513185,241,4,2018-05-14 22:55:34.000,3,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1453506,2,1,332,613185,241,4,2018-05-14 22:55:34.000,3,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1453507,3,1,332,600108,241,4,2018-05-14 22:55:34.000,3,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1453508,4,1,332,500108,241,4,2018-05-14 22:55:34.000,3,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1453509,1,1,332,513185,241,5,2018-05-14 22:55:34.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1453510,2,1,332,513164,241,5,2018-05-14 22:55:34.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1453511,3,1,332,513301,241,5,2018-05-14 22:55:34.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1453512,4,1,332,513183,241,5,2018-05-14 22:55:34.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1453513,5,1,332,513166,241,5,2018-05-14 22:55:34.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1453514,6,1,332,513167,241,5,2018-05-14 22:55:34.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1453515,7,1,332,513168,241,5,2018-05-14 22:55:34.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1453516,8,1,332,513231,241,5,2018-05-14 22:55:34.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1453517,9,1,332,513014,241,5,2018-05-14 22:55:34.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1453518,10,1,332,513309,241,5,2018-05-14 22:55:34.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1453519,11,1,332,513215,241,5,2018-05-14 22:55:34.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1453520,12,1,332,513138,241,5,2018-05-14 22:55:34.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1453521,13,1,332,513136,241,5,2018-05-14 22:55:34.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1453522,14,1,332,513134,241,5,2018-05-14 22:55:34.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1453523,15,1,332,513132,241,5,2018-05-14 22:55:34.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1453524,16,1,332,513130,241,5,2018-05-14 22:55:34.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1453525,17,1,332,513186,241,5,2018-05-14 22:55:34.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1453526,18,1,332,513187,241,5,2018-05-14 22:55:34.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1453527,19,1,332,513185,241,5,2018-05-14 22:55:34.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1453528,1,1,333,513294,241,2,2018-05-14 22:55:34.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1453529,2,1,333,513276,241,2,2018-05-14 22:55:34.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1453530,3,1,333,513041,241,2,2018-05-14 22:55:34.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1453531,4,1,333,513042,241,2,2018-05-14 22:55:34.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1453532,5,1,333,513043,241,2,2018-05-14 22:55:34.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1453533,6,1,333,513044,241,2,2018-05-14 22:55:34.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1453534,7,1,333,513045,241,2,2018-05-14 22:55:34.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1453535,8,1,333,513051,241,2,2018-05-14 22:55:34.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1453536,9,1,333,513052,241,2,2018-05-14 22:55:34.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1453537,10,1,333,513053,241,2,2018-05-14 22:55:34.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1453538,11,1,333,513054,241,2,2018-05-14 22:55:34.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1453539,12,1,333,513055,241,2,2018-05-14 22:55:34.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1453540,13,1,333,513029,241,2,2018-05-14 22:55:34.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1453541,14,1,333,513030,241,2,2018-05-14 22:55:34.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1453542,15,1,333,513277,241,2,2018-05-14 22:55:34.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1453543,16,1,333,513278,241,2,2018-05-14 22:55:34.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1453544,17,1,333,513283,241,2,2018-05-14 22:55:34.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1453545,18,1,333,504005,241,2,2018-05-14 22:55:34.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1453546,1,1,333,504005,241,3,2018-05-14 22:55:34.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1453547,2,1,333,513275,241,3,2018-05-14 22:55:34.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1453548,3,1,333,513293,241,3,2018-05-14 22:55:34.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1453549,4,1,333,513294,241,3,2018-05-14 22:55:34.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1453550,5,1,333,513276,241,3,2018-05-14 22:55:34.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1453551,6,1,333,513041,241,3,2018-05-14 22:55:34.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1453552,7,1,333,513042,241,3,2018-05-14 22:55:34.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1453553,8,1,333,513043,241,3,2018-05-14 22:55:34.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1453554,9,1,333,513044,241,3,2018-05-14 22:55:34.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1453555,10,1,333,513045,241,3,2018-05-14 22:55:34.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1453556,11,1,333,513051,241,3,2018-05-14 22:55:34.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1453557,12,1,333,513052,241,3,2018-05-14 22:55:34.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1453558,13,1,333,513053,241,3,2018-05-14 22:55:34.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1453559,14,1,333,513054,241,3,2018-05-14 22:55:34.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1453560,15,1,333,513055,241,3,2018-05-14 22:55:34.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1453561,16,1,333,513029,241,3,2018-05-14 22:55:34.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1453562,17,1,333,513030,241,3,2018-05-14 22:55:34.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1453563,18,1,333,513277,241,3,2018-05-14 22:55:34.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1453564,19,1,333,513278,241,3,2018-05-14 22:55:34.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1453565,20,1,333,513283,241,3,2018-05-14 22:55:34.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1453566,21,1,333,504005,241,3,2018-05-14 22:55:34.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1453567,1,1,333,504005,241,6,2018-05-14 22:55:34.000,3,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1453568,2,1,333,604005,241,6,2018-05-14 22:55:34.000,3,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1453569,3,1,333,613316,241,6,2018-05-14 22:55:34.000,3,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1453570,4,1,333,513316,241,6,2018-05-14 22:55:34.000,3,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1453571,1,1,333,513041,241,8,2018-05-14 22:55:34.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1453572,2,1,333,513042,241,8,2018-05-14 22:55:34.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1453573,3,1,333,513043,241,8,2018-05-14 22:55:34.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1453574,4,1,333,513044,241,8,2018-05-14 22:55:34.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1453575,5,1,333,513045,241,8,2018-05-14 22:55:34.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1453576,6,1,333,513051,241,8,2018-05-14 22:55:34.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1453577,7,1,333,513052,241,8,2018-05-14 22:55:34.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1453578,8,1,333,513053,241,8,2018-05-14 22:55:34.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1453579,9,1,333,513054,241,8,2018-05-14 22:55:34.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1453580,10,1,333,513055,241,8,2018-05-14 22:55:34.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1453581,11,1,333,513029,241,8,2018-05-14 22:55:34.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1453582,12,1,333,513030,241,8,2018-05-14 22:55:34.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1453583,13,1,333,513277,241,8,2018-05-14 22:55:34.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1453584,14,1,333,513278,241,8,2018-05-14 22:55:34.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1453585,15,1,333,513283,241,8,2018-05-14 22:55:34.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1453586,16,1,333,504005,241,8,2018-05-14 22:55:34.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1453587,1,1,334,504006,241,2,2018-05-14 22:55:34.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1453588,2,1,334,513068,241,2,2018-05-14 22:55:34.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1453589,3,1,334,513066,241,2,2018-05-14 22:55:34.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1453590,4,1,334,513067,241,2,2018-05-14 22:55:34.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1453591,5,1,334,513307,241,2,2018-05-14 22:55:34.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1453592,6,1,334,513111,241,2,2018-05-14 22:55:34.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1453593,7,1,334,513011,241,2,2018-05-14 22:55:34.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1453594,8,1,334,513012,241,2,2018-05-14 22:55:34.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1453595,9,1,334,513021,241,2,2018-05-14 22:55:34.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1453596,10,1,334,504006,241,2,2018-05-14 22:55:34.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1453597,1,0,336,513215,241,2,2018-05-14 22:55:34.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1453598,2,0,336,513138,241,2,2018-05-14 22:55:34.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1453599,3,0,336,513136,241,2,2018-05-14 22:55:34.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1453600,4,0,336,513310,241,2,2018-05-14 22:55:34.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1453601,5,0,336,513212,241,2,2018-05-14 22:55:34.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1453602,6,0,336,513166,241,2,2018-05-14 22:55:34.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1453603,7,0,336,513167,241,2,2018-05-14 22:55:34.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1453604,8,0,336,513311,241,2,2018-05-14 22:55:34.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1453605,9,0,336,513312,241,2,2018-05-14 22:55:34.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1453606,10,0,336,513214,241,2,2018-05-14 22:55:34.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1453607,11,0,336,513001,241,2,2018-05-14 22:55:34.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1453608,1,1,336,513001,241,3,2018-05-14 22:55:34.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1453609,2,1,336,513058,241,3,2018-05-14 22:55:34.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1453610,3,1,336,513059,241,3,2018-05-14 22:55:34.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1453611,4,1,336,513308,241,3,2018-05-14 22:55:34.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1453612,5,1,336,513168,241,3,2018-05-14 22:55:34.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1453613,6,1,336,513014,241,3,2018-05-14 22:55:34.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1453614,7,1,336,513309,241,3,2018-05-14 22:55:34.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1453615,8,1,336,513215,241,3,2018-05-14 22:55:34.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1453616,1,0,347,514405,241,2,2018-05-14 22:55:34.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1453617,2,0,347,514206,241,2,2018-05-14 22:55:34.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1453618,3,0,347,514207,241,2,2018-05-14 22:55:34.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1453619,4,0,347,514039,241,2,2018-05-14 22:55:34.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1453620,5,0,347,514208,241,2,2018-05-14 22:55:34.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1453621,6,0,347,514535,241,2,2018-05-14 22:55:34.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1453622,7,0,347,514209,241,2,2018-05-14 22:55:34.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1453623,8,0,347,514429,241,2,2018-05-14 22:55:34.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1453624,9,0,347,514210,241,2,2018-05-14 22:55:34.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1453625,10,0,347,514211,241,2,2018-05-14 22:55:34.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1453626,11,0,347,514147,241,2,2018-05-14 22:55:34.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1453627,12,0,347,514212,241,2,2018-05-14 22:55:34.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1453628,13,0,347,514213,241,2,2018-05-14 22:55:34.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1453629,14,0,347,514214,241,2,2018-05-14 22:55:34.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1453630,15,0,347,514215,241,2,2018-05-14 22:55:34.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1453631,16,0,347,514054,241,2,2018-05-14 22:55:34.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1453632,17,0,347,514055,241,2,2018-05-14 22:55:34.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1453633,18,0,347,514056,241,2,2018-05-14 22:55:34.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1453634,19,0,347,500156,241,2,2018-05-14 22:55:34.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1453635,1,1,347,500156,241,3,2018-05-14 22:55:34.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1453636,2,1,347,514020,241,3,2018-05-14 22:55:34.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1453637,3,1,347,514021,241,3,2018-05-14 22:55:34.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1456132,17,0,2212,513013,241,24,2018-05-14 22:55:40.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1456133,18,0,2212,513062,241,24,2018-05-14 22:55:40.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1456134,19,0,2212,513111,241,24,2018-05-14 22:55:40.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1456135,20,0,2212,513113,241,24,2018-05-14 22:55:40.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1456136,21,0,2212,513048,241,24,2018-05-14 22:55:40.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1456137,22,0,2212,513251,241,24,2018-05-14 22:55:40.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1456138,23,0,2212,513256,241,24,2018-05-14 22:55:40.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1456139,24,0,2212,500101,241,24,2018-05-14 22:55:40.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1456140,1,0,2241,500154,241,2,2018-05-14 22:55:40.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1456141,2,0,2241,514157,241,2,2018-05-14 22:55:40.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1456142,3,0,2241,514080,241,2,2018-05-14 22:55:40.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1456143,4,0,2241,514154,241,2,2018-05-14 22:55:40.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1456144,5,0,2241,514412,241,2,2018-05-14 22:55:40.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1456145,6,0,2241,514150,241,2,2018-05-14 22:55:40.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1456146,7,0,2241,514413,241,2,2018-05-14 22:55:40.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1456147,8,0,2241,514414,241,2,2018-05-14 22:55:40.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1456148,9,0,2241,514013,241,2,2018-05-14 22:55:40.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1456149,10,0,2241,513103,241,2,2018-05-14 22:55:40.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1456150,11,0,2241,513300,241,2,2018-05-14 22:55:40.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
